Price,Area,No. of Bedrooms
6050000,1100,3
4108000,865,2
6175000,1300,3
5197000,1100,3
3779999,800,2
4086999,865,2
6033000,1277,3
4108000,865,2
3800000,800,2
3719000,783,2
2850000,600,1
6175000,1300,3
5700000,1200,3
5225000,1100,3
4678000,985,2
4479000,943,2
4108000,865,2
4218000,888,2
6175000,1300,3
4678000,985,2
19500000,1566,3
4500000,954,2
6300000,1363,3
5000000,1225,3
4000000,970,2
4000000,983,2
4000000,977,2
4500000,1089,3
4000000,976,2
6240000,1040,2
4040000,1010,2
4000000,1040,2
3340000,835,2
19000000,1550,3
5610000,935,2
4653000,940,2
4969000,1004,2
4583000,926,2
6321000,1277,3
5999000,1212,3
6004000,1213,3
4885000,987,2
4558000,921,2
4667000,943,2
5915000,1195,3
4860000,982,2
5925000,1197,3
4692000,948,2
6271000,1267,3
8500000,925,2
5000000,1035,2
65000000,2692,4
51600000,3355,4
33000000,2450,3
3600000,1000,2
54900000,3050,3
5700000,850,2
2500000,677,2
11000000,950,2
4400000,855,2
3200000,576,1
3400000,603,2
3200000,603,1
8000000,1710,4
6151000,1184,3
5597000,905,2
5587000,1030,2
5246000,993,2
5208000,926,2
5270000,998,2
4801000,899,2
4943000,929,2
5199000,983,2
5066000,955,2
5175000,978,2
4853000,910,2
4924000,909,2
5184000,980,2
4962000,933,2
6083000,1106,2
10200000,1816,3
11500000,2096,4
8563000,1557,3
3211999,584,1
8981000,1633,3
3289000,598,1
9442000,1575,3
3656000,610,1
6534000,1090,2
10100000,1700,3
6834000,1140,2
6773999,1130,2
10700000,1790,3
7194000,1200,2
7252000,1295,2
7280000,1300,2
4460000,1115,2
3660000,915,2
3885000,1110,2
7195999,1285,3
3885000,1110,2
3202000,915,2
5461000,993,2
4000000,840,2
4000000,840,2
4000000,815,2
4300000,915,2
3900000,810,2
4300000,910,2
3960000,840,2
4300000,915,2
7044000,1175,2
9861000,1645,3
3806000,635,1
7014000,1170,2
3746000,625,1
10400000,1740,3
7134000,1190,2
10300000,1730,3
4942000,1131,2
4426000,1107,2
5786000,1447,3
2279000,570,1
6586000,1647,3
4322000,1081,2
4914000,1229,3
4226000,1057,2
2311000,578,1
6266000,1567,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
24500000,2062,3
6217000,1194,2
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
8675000,1641,3
23000000,1580,3
5316000,1251,3
4534000,1067,3
4403000,1036,2
7541000,1423,3
6476000,1222,3
5088000,960,2
4679000,883,2
7541000,1423,3
6476000,1222,3
5088000,960,2
4679000,883,2
6140000,1266,3
5349000,1103,3
5010000,1033,2
4753000,980,2
4049000,835,2
3104000,640,1
6475000,1400,3
5349000,1103,3
5010000,1033,2
4753000,980,2
4049000,835,2
3104000,640,1
6475000,1400,3
5933000,1283,3
5499000,1189,3
4810000,1040,2
4347000,940,2
4120000,891,2
2474000,535,1
6425000,1285,3
5800000,1000,2
2852000,741,2
5203000,946,2
4708000,856,2
5318000,967,2
2975000,541,1
2343000,426,1
3888000,707,2
3888000,707,2
4426000,1107,2
4322000,1081,2
4226000,1057,2
2311000,578,1
6266000,1567,3
5786000,1447,3
2279000,570,1
6586000,1647,3
4914000,1229,3
3160000,660,1
6580000,941,2
3315999,809,2
7000000,924,2
4840000,1008,2
4140000,900,2
10500000,1433,3
3300000,805,2
6230000,1198,3
3247000,772,2
3315999,809,2
7000000,924,2
3300000,805,2
6230000,1198,3
4270000,930,2
2960000,619,1
5200000,1002,2
6684999,1285,3
5345000,1028,2
5000000,1117,2
5145000,989,2
4862000,935,2
3993000,768,2
4581000,881,2
4500000,867,2
5798000,1115,3
6224000,1197,3
4893000,941,2
5392000,1037,2
3300000,805,2
6230000,1198,3
4840000,1008,2
4140000,900,2
10000000,1293,3
4270000,930,2
5700000,900,2
3100000,760,2
5116000,1066,2
6969000,1452,3
6480000,1350,3
4435000,924,2
6570999,1369,3
5640000,1175,2
2952000,615,2
5200000,952,2
3000000,789,2
2200000,460,1
2300000,675,2
3946000,877,2
3510000,780,2
5599000,1018,2
5500000,1000,2
5775000,1050,2
6050000,1100,2
4500000,1025,2
2600000,570,1
13200000,2000,3
7500000,1546,3
10000000,1599,3
8000000,1296,3
3645000,810,2
5221000,952,2
6300000,1060,2
5100000,930,2
4994000,910,2
8675000,1641,3
4510000,1100,3
2976000,726,2
3099000,756,2
3051000,803,2
2823000,743,2
2850000,600,2
2975000,726,2
6343000,1337,3
5519000,1160,2
2777000,571,1
2703000,555,1
5630000,1184,2
2740000,563,1
5542000,1165,2
4793000,1004,2
2763000,568,1
5756000,1211,2
2726000,560,1
11000000,1217,2
13000000,1990,2
5500000,1098,2
11299999,1558,2
7200000,1441,3
5200000,1147,2
7200000,962,2
17600000,2150,3
11500000,1525,3
8200000,1348,3
8000000,1307,3
7000000,1027,2
13600000,1765,3
10400000,1524,3
10500000,1525,3
3199000,610,1
5700000,1152,2
5000000,999,2
9000000,1298,2
6500000,1024,2
2900000,690,2
9000000,1364,3
9400000,2021,4
7000000,1443,3
5400000,1020,2
5400000,1045,2
5400000,1045,2
5400000,1045,2
5698000,1020,2
5700000,1020,2
5800000,1075,2
5400000,1020,2
5400000,1020,2
5450000,1045,2
5700000,1020,2
17000000,2475,4
7700000,1735,3
3270000,711,2
2760000,600,2
16399999,1704,3
14000000,1464,3
14000000,1464,3
8300000,1546,3
6100000,1093,2
6000000,1066,2
5500000,984,2
5400000,947,2
6700000,1228,2
9000000,1301,3
6000000,1367,2
10300000,1740,3
10300000,1740,3
8700000,1500,3
7800000,1335,2
13500000,1825,3
17000000,2150,3
10500000,1749,2
11500000,1749,2
17000000,2451,3
7700000,1295,2
10000000,1445,3
11000000,1435,3
30000000,3487,3
7500000,2010,3
8100000,1460,3
5300000,952,2
4800000,910,2
3300000,570,1
15000000,1888,3
13500000,1665,3
11500000,1434,2
11500000,1434,2
13000000,1850,3
10300000,1671,3
7900000,1286,2
6500000,1112,2
9200000,1414,3
9200000,1414,3
11299999,1827,4
3386999,752,2
3192000,760,2
2725000,639,2
2725000,645,2
2725000,639,2
2725000,639,2
2725000,639,2
2725000,639,2
2725000,639,2
2725000,639,2
2725000,639,2
2725000,639,2
2725000,645,2
2725000,645,2
2725000,639,2
2725000,639,2
2725000,639,2
4500000,949,2
4000000,901,2
6600000,1120,2
6300000,1065,2
6400000,1070,2
9900000,1100,3
7600000,980,2
6600000,1110,2
6600000,1110,2
6300000,1060,2
5900000,980,2
2725000,645,2
2725000,639,2
2725000,639,2
2725000,645,2
2725000,645,2
2725000,639,2
2725000,639,2
190000000,7240,5
150000000,5777,5
90000000,3800,4
90000000,3800,4
4800000,657,2
4800000,657,2
4300000,591,1
4800000,657,2
4800000,657,2
4800000,657,2
4800000,657,2
4800000,657,2
4800000,657,2
127000000,6500,5
57500000,2958,4
23000000,1200,2
11500000,600,1
4500000,949,2
4500000,949,2
4200000,901,2
3400000,909,2
3200000,865,2
2900000,789,2
6300000,1060,2
5900000,980,2
7400000,1187,3
3400000,545,1
3400000,545,1
8500000,1100,2
32000000,1624,3
15600000,1161,3
11200000,1796,3
11200000,1796,3
7700000,1480,3
3100000,610,1
3100000,610,1
2500000,700,2
3069000,614,1
2500000,700,2
3069000,614,1
2500000,700,2
6750000,1140,2
6350000,1070,2
6300000,1065,2
6600000,1120,2
3409000,909,2
3242000,861,2
5900000,980,2
5900000,980,2
3180000,595,1
3127000,590,1
6600000,1110,2
6500000,1090,2
6500000,1090,2
5150000,956,2
3050000,574,1
7650000,1468,3
7650000,1468,3
7650000,1464,3
7700000,1462,3
7733000,1460,3
6550000,1256,2
6600000,1254,2
6600000,1252,2
6450000,1220,2
5900000,980,2
5900000,980,2
3180000,595,1
3127000,590,1
3021000,570,1
3547000,730,2
3578000,852,2
3667000,815,2
3645000,810,2
16500000,2345,4
7000000,1550,2
11000000,1691,2
6800000,1140,1
10200000,1700,2
15000000,1750,3
12200000,1825,3
5760000,1200,3
3681000,767,2
3681000,767,2
4006000,954,2
4416000,920,2
3811000,794,2
3381000,805,2
3797999,787,2
3572999,794,2
6176000,1123,3
4265000,853,2
3451000,767,2
4603000,959,2
4440000,925,2
4569000,952,2
4176000,870,2
4207000,935,2
4304000,916,2
3427000,672,2
4289000,841,2
10800000,2168,3
10000000,2232,3
12500000,2700,2
9000000,1942,2
34000000,2380,4
19000000,1913,3
13200000,2089,4
15700000,1970,3
5011000,802,2
4449000,802,2
5440000,880,2
5747000,1045,2
4674000,867,2
4674000,867,2
4771000,994,2
6193000,1126,3
6413000,1166,3
4425000,750,2
4731000,810,2
4731000,810,2
4540000,908,2
4540000,908,2
4408000,938,2
4408000,938,2
4333000,942,2
4186000,910,2
4420000,884,2
4032000,858,2
4512000,960,2
4930000,850,2
3835000,816,2
4540000,908,2
4540000,908,2
4408000,938,2
4408000,938,2
4333000,942,2
4186000,910,2
4420000,884,2
4032000,858,2
4512000,960,2
4930000,850,2
4640000,800,2
4268000,928,2
4268000,928,2
7536000,1256,3
5551000,882,2
5115000,883,2
6132000,1022,2
5027000,914,2
5255000,931,2
5435000,947,2
5815000,1163,3
5790000,1158,3
4873000,1037,2
6629000,1163,3
8000000,1288,1
4500000,873,2
27500000,2456,3
27500000,2456,3
8800000,1705,3
13000000,1990,3
9400000,1400,3
13500000,1825,3
8500000,1504,3
31500000,2680,4
9500000,1353,3
5054000,919,2
3495000,737,2
4144000,797,2
4144000,797,2
3834000,852,2
4296000,895,2
4536000,945,2
4536000,945,2
4416000,920,2
3744000,832,2
3924000,872,2
3429999,713,2
3943000,744,2
4391000,915,2
4391000,915,2
16500000,1055,2
3027000,672,2
4950000,791,2
4276000,766,2
5819000,1058,3
6648999,1209,2
3838000,689,2
3494000,832,2
4108000,856,2
3936999,875,2
5649000,1177,3
4088000,870,2
3653000,811,2
3784000,742,2
4950000,791,2
4276000,766,2
5819000,1058,3
6648999,1209,2
3838000,689,2
3381000,805,2
3072000,768,2
3032000,722,2
3464000,745,2
4805000,821,2
6995999,1166,3
6995999,1166,3
5964000,994,2
5462000,884,2
5108000,920,2
5108000,920,2
8000000,1816,3
3429999,713,2
3971000,854,2
5868000,1262,3
5580000,979,2
5580000,979,2
4206000,894,2
3814000,692,2
4473000,994,2
4473000,994,2
4295000,765,2
4152000,865,2
4046000,843,2
4660000,932,2
7903000,1354,2
2950000,576,1
2950000,576,1
2650000,670,2
3390999,617,2
3360000,700,2
2915000,634,2
3089000,618,1
5823000,1165,2
5328000,1066,2
6843000,1369,3
4564000,913,2
4669000,934,2
6083000,1415,3
4758000,1107,2
6645999,1546,3
5825000,1355,3
8400000,1504,3
6312000,1058,2
2246000,624,1
3363000,885,2
3461000,845,2
5063000,1220,3
4505000,1010,2
11500000,2021,4
9510000,1650,3
6611000,1158,2
10300000,1699,3
2091000,581,1
7630000,1090,2
7770000,1110,2
6237000,1367,2
6100000,1337,2
7709999,1321,2
2000000,625,2
51600000,2348,3
61600000,2800,4
54400000,2476,3
61100000,2781,4
59600000,2713,4
52800000,2400,3
5014000,1241,3
4109000,1002,2
4102000,1000,2
5021000,1243,3
4768000,1176,3
4798000,1184,3
4787000,1181,3
4806000,1186,3
4283000,1048,2
4336000,1062,2
4521000,962,2
8227000,1307,3
3306000,538,1
8270999,1314,3
6567000,1027,2
8548000,1358,3
6548000,1024,2
16900000,2686,4
9826000,1561,3
8158000,1296,3
9857000,1566,3
11500000,1829,3
9845000,1564,3
12200000,1944,3
16600000,2640,4
3372999,549,1
16500000,2630,4
16399999,2616,4
10000000,1599,3
3992000,868,2
23400000,2275,4
17900000,1701,3
20900000,2022,3
6200000,708,2
18100000,1720,3
6400000,734,2
16100000,1576,2
16700000,1636,2
13400000,1296,2
12600000,600,1
2496000,780,2
3300000,838,2
4872000,870,2
22799999,1986,3
22799999,1986,3
22700000,1975,3
22700000,1975,3
4004999,890,2
4125000,809,2
3420000,760,2
2763000,658,1
3322000,791,2
5366000,1118,3
5615000,1146,3
4036999,939,2
3681000,767,2
3479999,725,2
3381000,805,2
4338000,964,2
5691000,1224,3
27900000,1647,3
27599999,1624,3
27599999,1624,3
27799999,1641,3
27799999,1641,3
7300000,1531,3
7000000,1455,3
7000000,1455,3
4500000,938,2
6325000,1255,2
6493000,1443,3
6493000,1443,3
7173999,1380,3
7148000,1375,3
23700000,1532,3
23100000,1495,2
19000000,1232,2
8303000,1444,3
13600000,2712,4
9797000,1944,3
5557000,1482,3
12900000,2250,3
11399999,1618,3
9691000,1365,3
6536000,1575,3
6536000,1575,3
5697000,1373,3
4386000,1057,2
3500000,938,2
6066000,1350,3
6066000,1350,3
5932000,1320,3
4664000,1038,3
4664000,1038,3
4152000,924,2
4085000,909,2
4500000,875,2
24300000,1523,3
25500000,1594,3
8877000,1270,2
8318000,1190,2
7966000,1122,2
11700000,1653,3
10900000,1540,3
9549000,1345,3
9549000,1345,3
7941000,1282,3
9329000,1506,3
9329000,1506,3
13600000,2712,4
9797000,1944,3
6325000,1255,2
6956999,1546,4
6493000,1443,3
6493000,1443,3
9759000,1859,3
7113000,1355,2
3584000,1024,2
3429999,980,2
7450000,1242,3
7306000,1218,3
5328000,1025,2
2385000,530,1
4185000,930,2
9500000,2000,4
5000000,925,2
4647000,845,2
7645000,1390,3
4851000,882,2
4000000,745,2
4433000,806,2
5814000,1140,3
3776000,821,2
3450000,750,2
4597000,948,2
3900000,810,2
3589000,740,2
6300000,1050,3
7000000,1210,3
6228000,1038,3
4932000,822,2
3490999,931,2
3285000,876,2
6392000,1390,3
4667000,1015,2
3697999,755,2
2915000,634,2
6305000,1371,3
5290000,1260,3
5290000,1260,3
7854000,1320,3
5220000,900,2
5400000,900,2
5130000,855,2
4812000,802,2
3804000,885,2
4115000,840,2
10700000,1355,3
10700000,1355,3
12000000,1400,3
3041000,574,1
4498000,849,2
4859000,917,2
8045000,1219,3
8012000,1214,3
6204000,940,2
7173999,1380,3
5846000,1424,3
9425000,1450,3
5550000,925,2
4900000,1194,2
17500000,2150,3
4887000,940,2
14200000,1960,3
8250000,1375,3
16500000,1980,3
11200000,1200,2
6480000,1080,2
6390000,1065,2
4900000,1194,2
75000000,2923,4
4217000,990,2
8250000,1375,3
8250000,1375,3
9500000,1340,2
3615000,1033,2
4900000,670,1
9000000,2080,3
24500000,1818,3
22500000,1667,3
21000000,2451,4
26500000,1651,3
40000000,6000,4
9400000,1915,3
3135000,1100,3
26000000,1631,3
4700000,1140,2
5221000,1135,2
3822000,910,1
4400000,1150,3
3200000,860,2
26500000,1636,3
4700000,1140,2
11700000,2107,3
6480000,1080,2
6390000,1065,2
4900000,1194,2
75000000,2923,4
4217000,990,2
8250000,1375,3
8250000,1375,3
6390000,1065,2
6480000,1080,2
3795000,1150,3
5000000,1220,2
6480000,1080,2
11000000,1695,3
13899999,2150,3
15700000,2580,4
4636000,1405,3
6509999,1085,2
8280000,1380,3
7500000,1244,2
4900000,1194,2
3615000,1033,2
4900000,670,1
9000000,2080,3
24500000,1818,3
22500000,1667,3
21000000,2451,4
26500000,1651,3
40000000,6000,4
9400000,1915,3
3135000,1100,3
26000000,1631,3
4700000,1140,2
5221000,1135,2
3822000,910,1
4400000,1150,3
3200000,860,2
26500000,1636,3
4700000,1140,2
11700000,2107,3
11399999,1290,2
7751000,1546,4
8280000,1380,3
11900000,1970,3
15700000,2580,4
25600000,2052,4
19700000,1581,2
9500000,1340,2
3615000,1033,2
4900000,670,1
9000000,2080,3
24500000,1818,3
22500000,1667,3
21000000,2451,4
26500000,1651,3
40000000,6000,4
9400000,1915,3
3135000,1100,3
26000000,1631,3
4700000,1140,2
5221000,1135,2
3950000,1145,3
3784000,841,2
3645000,810,2
3321000,738,2
10300000,1230,2
4934000,999,2
3400000,603,2
5800000,1152,2
3143000,603,1
3400000,612,2
3200000,612,1
8108000,1243,2
17600000,2712,4
12600000,1944,3
12000000,1922,3
16500000,2691,4
8200000,1255,2
5116000,1066,2
6969000,1452,3
6480000,1350,3
4435000,924,2
6570999,1369,3
5640000,1175,2
2952000,615,2
5100000,1020,3
4104999,820,2
8303000,1444,3
5647000,1255,3
6934999,1235,3
3195000,841,2
6934999,1235,2
3879999,862,2
28700000,1975,3
29400000,2015,3
7748999,1230,2
7900000,1254,2
7736000,1228,2
9777000,1552,3
7698000,1222,2
7490000,1189,2
9840000,1562,3
9456000,1501,3
5063000,1220,3
3422000,835,2
3461000,845,1
6434000,1092,3
2471000,706,2
3094000,884,2
4275000,775,2
4513000,778,2
6334000,1092,3
27200000,4736,4
25500000,4452,4
25500000,4451,4
26900000,4690,4
9228000,1605,3
9234000,1606,3
8354000,1453,3
9533000,1658,3
9545000,1660,3
7598999,1551,3
24700000,4297,4
7809999,1594,3
7900000,1190,2
8430000,1270,2
26900000,4682,4
23600000,4105,4
13000000,1970,3
17100000,2580,4
12400000,1880,3
9226000,1390,3
12200000,1850,3
5339000,950,2
4880000,888,2
3472999,755,2
3650000,745,2
4400000,920,2
3882000,809,2
3883000,809,2
4656000,970,2
4237000,755,2
4079999,850,2
4444000,926,2
4953000,1032,2
3650000,745,2
4953000,1032,3
4416000,920,2
4953000,1032,3
4656000,970,2
29100000,2004,3
29100000,2004,3
28900000,1986,3
7559999,1200,2
9450000,1500,3
5330000,1099,3
6959999,1200,2
6998999,1125,3
4802000,850,2
4768000,845,2
3039000,893,2
3261999,870,2
4250000,850,2
2900000,580,1
8100000,1300,3
7245000,1150,3
4999000,1022,2
4372000,921,2
3635000,750,2
4747000,1032,2
43200000,2060,2
43700000,2081,3
43099999,2056,3
43200000,2060,2
17500000,1350,3
20000000,1575,3
12500000,1475,3
3500000,855,2
5808000,939,2
12500000,1320,2
3881000,721,2
9500000,1300,3
3881000,721,2
5737000,927,2
3881000,721,2
11700000,1569,3
5808000,939,2
4635000,872,2
3881000,721,2
5737000,927,2
3881000,721,2
6900000,1135,2
20500000,1283,3
3600000,625,1
4700000,1084,2
6700000,1356,3
15000000,1470,3
9395000,1525,3
3881000,721,2
5991000,950,2
4800000,1036,2
23500000,1569,3
3881000,721,2
5945000,1131,2
10300000,1124,3
22400000,1451,3
3881000,721,2
3352000,745,2
38200000,2640,4
22300000,1748,2
48000000,2527,4
4000000,770,2
5991000,950,2
7000000,1150,2
7000000,1140,2
7000000,1140,2
10300000,1302,3
4705000,886,2
7777000,1340,3
3996000,762,2
6850000,1021,2
8644000,1017,2
8644000,1017,2
8644000,1017,2
8644000,1017,2
7216000,849,2
7216000,849,2
7216000,849,2
7216000,849,2
5457000,642,2
5456000,642,2
5456000,642,2
5456000,642,2
5456000,642,2
3499000,828,2
3499000,828,2
3499000,828,2
3499000,828,2
3499000,828,2
4491000,998,2
4490000,998,2
23500000,1569,3
3881000,721,2
5945000,1131,2
9395000,1525,3
4700000,1084,2
3881000,721,2
3352000,745,2
7000000,1150,2
7000000,1140,2
7000000,1140,2
10300000,1302,3
10300000,1124,3
6600000,1200,3
3399000,912,2
3399000,912,2
3399000,912,2
3399000,912,2
3399000,912,2
3400000,912,2
7000000,1000,2
12000000,1445,3
12000000,1090,2
3400000,855,2
4490000,998,2
4490000,998,2
3881000,721,2
5808000,939,2
19800000,1808,3
3881000,721,2
14600000,1334,2
3400000,855,2
4705000,886,2
24700000,1491,4
3344000,880,2
4900000,920,2
14400000,834,2
4705000,886,2
7777000,1340,3
3996000,762,2
6850000,1021,2
3400000,855,2
5808000,939,2
25400000,1610,3
4705000,886,2
5409000,1262,3
4900000,920,2
24700000,1491,4
14400000,834,2
6500000,1480,3
3600000,1000,2
3399000,912,2
3399000,912,2
3399000,912,2
3399000,912,1
3399000,912,2
3399000,912,2
3399000,912,2
3399000,912,2
6324000,1150,3
6325000,1150,3
3399000,912,2
3399000,912,2
3399000,912,2
3399000,912,1
3399000,912,2
3399000,912,2
3399000,912,2
3399000,912,2
6324000,1150,3
6325000,1150,3
6324000,1150,3
6598999,1200,3
18800000,1255,3
5808000,939,2
6900000,1157,2
6900000,1157,2
29500000,2684,4
5808000,939,2
5808000,939,2
3881000,721,2
6813000,1017,2
2456000,646,1
5475000,913,2
19000000,1129,3
6500000,1480,3
31200000,1750,3
13300000,858,2
3148000,787,2
25400000,1610,3
4705000,886,2
5409000,1262,3
3600000,1000,2
11000000,1125,2
2797000,666,1
2797000,666,1
2806000,668,1
2806000,668,1
2789000,664,1
2789000,664,1
2759000,657,1
3986999,886,2
3924000,872,2
22100000,1503,3
5737000,927,2
26600000,1540,3
11000000,1200,3
24800000,1375,3
27200000,1525,3
2797000,666,1
2797000,666,1
2806000,668,1
2806000,668,1
2789000,664,1
2789000,664,1
2759000,657,1
2759000,657,1
2743000,653,1
2743000,653,1
2755000,656,1
2755000,656,1
33900000,1875,3
28000000,1560,3
26400000,1500,3
27400000,1565,3
3881000,721,2
3881000,721,2
27100000,1520,3
3986999,886,2
3924000,872,2
26600000,1540,3
11000000,1200,3
24800000,1375,3
27200000,1525,3
3800000,872,2
20000000,790,2
4500000,1913,3
10000000,877,2
3300000,951,2
3500000,855,2
12000000,855,2
3600000,1178,3
3400000,855,2
5808000,855,2
6500000,939,2
7983000,1453,3
17000000,1034,2
10400000,1525,3
10600000,985,2
4300000,1002,2
4300000,836,2
4600000,836,2
4600000,934,2
3881000,934,2
3881000,721,2
6400000,721,2
5500000,1350,3
4500000,1175,2
11500000,934,2
3211999,2096,4
22599999,584,1
9200000,5093,4
7900000,2067,3
6300000,1600,3
6300000,1450,3
9400000,1300,3
8200000,1561,3
6150000,1307,3
6200000,1024,2
6200000,1027,2
2800000,1025,2
11700000,560,1
8015000,1569,3
8155000,1145,2
7983000,1165,2
5500000,1034,2
5500000,1070,2
13000000,1070,3
3400000,1560,3
9400000,855,2
14000000,2018,3
26800000,1400,3
3244000,1855,3
14000000,721,2
7569000,1400,3
4300000,1321,2
5000000,874,2
7500000,913,2
6000000,1428,3
5500000,1000,2
5527000,930,2
4919000,1005,2
5019000,1174,3
4257000,1198,3
4257000,1016,2
4206000,1016,2
4114000,1004,2
8303000,982,2
6394000,1444,3
7364000,785,2
8464000,1567,3
8148999,1801,3
10900000,1734,3
4808000,2330,4
5593000,1023,2
5334000,1190,2
3400000,1135,2
2551000,612,2
8303000,624,1
6394000,1444,3
6203000,785,2
4758000,1443,3
6645999,1107,2
5825000,1546,3
9110000,1355,3
7367000,1481,3
3400000,1198,2
6312000,612,2
6770999,1058,2
6312000,1110,3
6701000,1058,2
4722000,1787,3
3320000,1077,2
3206000,977,2
6740000,855,2
9546000,1510,3
5558000,1591,3
9549000,1112,2
23700000,1345,3
3777000,1532,3
7068000,1035,2
38400000,1414,2
5987000,2483,3
22200000,1478,3
7601000,1438,2
7102000,1715,3
4552000,1605,3
12200000,1214,2
19000000,2324,3
4722000,1232,2
3320000,1077,2
29000000,977,2
13600000,6250,4
3206000,2712,4
6740000,855,2
9546000,1510,3
9549000,1591,3
7503000,1345,3
8039000,1443,3
4700000,1546,3
11000000,645,2
2400000,1217,2
2400000,677,2
6800000,677,2
13000000,1135,2
6800000,1615,3
3936999,1143,2
2796000,1125,2
2303000,799,2
11800000,658,1
3465000,1290,2
3982000,770,2
3711999,885,2
4004999,825,2
3779999,890,2
4095000,840,2
3352000,910,2
3645000,745,2
3936999,810,2
4117000,875,2
3510000,915,2
3710000,780,2
3400000,773,2
3500000,855,2
6572000,855,2
4748000,1195,2
7665000,896,2
3800000,1022,2
3800000,790,2
3400000,790,2
3500000,855,2
6572000,855,2
4748000,1195,2
3244000,896,2
3244000,721,2
3800000,721,2
3800000,850,2
3800000,850,2
4900000,790,2
5000000,940,2
3900000,986,2
3800000,790,2
3400000,790,2
3500000,855,2
24200000,855,2
24600000,1938,3
23300000,1970,3
17800000,1871,3
22799999,1431,2
3300000,1831,3
3500000,855,2
3900000,855,2
3800000,790,2
3400000,790,2
3500000,855,2
24200000,855,2
24600000,1938,3
23300000,1970,3
17800000,1871,3
22799999,1431,2
10100000,1831,3
13700000,1938,3
